name,company_id,customer_id,subscription_id,mrr,arr,discount_count,currency,interval
Leroy Merlin,co_9c1e9336-e286-4c6b-be51-a1ce92a4d21c,cus_SOTjpVfR0Lj8xi,sub_1RTgroKojVEYZPlXlOBFb5Aj,199,,0.0,eur,month
Sapphire Ventures,co_4e165b8c-91aa-4500-8472-8e1c095fd7d5,cus_SOZQO2x8IIL9s1,sub_1RTmHwKojVEYZPlX3JaEHHug,89,,0.0,usd,month
Globant,co_b80df044-79f6-42c3-9874-5f67f18dd6a1,cus_SOaE0sWneP9UM1,sub_1RTn4gKojVEYZPlXMcSOIxws,1350,,0.0,eur,month
Rebel Cause Digital,co_3cb9e557-11ae-4686-8737-cb0a69d5de42,cus_SMkn1TM9JVmFwP,sub_1RU606KojVEYZPlXc1pSfDH7,445,,0.0,usd,month
Xponent21,co_ff9f8fb3-5d4c-4698-aa43-41990e911f82,cus_SOFQ6I5l1Hdp1D,sub_1RUQJSKojVEYZPlXIKxEB8BI,89,,0.0,usd,month
Railsware,co_09a16fc8-152f-4a6b-b6f5-506ff8995f7c,cus_SPIOnnIPBnt6bb,sub_1RUToMKojVEYZPlXcsaRWZIZ,89,,0.0,usd,month
Zerion,co_ddbe4f9b-75cc-4399-8c00-21c493230e7d,cus_SPIZ1txWwPaHfO,sub_1RUTy5KojVEYZPlXQfsXB4NT,167,,0.0,eur,month
Mult.dev,co_b3f5a572-0e24-4689-9e74-398690bc3341,cus_SPIlYiOmLnH63b,sub_1RUUBhKojVEYZPlXsWkzvs0g,1,,1.0,eur,month
ximea,co_d211cbdd-ccb0-4341-8fd4-9729466a4c4d,cus_SPLyHXNkLaXCYu,sub_1RUXHpKojVEYZPlXT3uQhbk3,89,,0.0,eur,month
S-Communication Services GmbH,co_f91d1806-18d3-40ed-8eb0-12fc0e66da2a,cus_SLAvizVD4AiQbj,sub_1RVTRpKojVEYZPlXdmDUckX3,199,,0.0,eur,month
Sage,co_b1651b30-1aed-4d03-bbd7-1f056b384d93,cus_SQJm9myI6oKhQA,sub_1RVULmKojVEYZPlX05OUoch3,199,,0.0,eur,month
Payhawk,co_067dd432-f307-4518-8a74-47da782520ff,cus_SQQzODzFUlFRWY,sub_1RVa7YKojVEYZPlXuTXVJkkU,499,5988.0,0.0,eur,year
HR Acuity,co_ecaedef5-331c-4ab9-b170-c71ef5de9eed,cus_SQSVwgMMEShxGC,sub_1RVbaPKojVEYZPlXyTMHlQcT,679,,0.0,eur,month
Giupedi,co_92731a95-0437-4244-8f1e-4cf87394f1e0,cus_SQTFpX3QkOKhno,sub_1RVcIlKojVEYZPlXQVs3fU96,89,,0.0,usd,month
Conversearch,co_fb7cd7f4-8691-46c6-827f-b9a17a61ad4f,cus_SQkY6aJtVFlyi4,sub_1RVt48KojVEYZPlXcbb2TIjw,275,,0.0,eur,month
Vente-unique,co_e04c99d2-84b5-46de-bd65-1b52a4ef86cf,cus_SQlJo7zX1oKGCz,sub_1RVtnYKojVEYZPlXbzc3vDzb,169,2029.0,0.0,eur,year
refficience,co_da6e66fa-53a1-4878-8caf-0399e92bd21a,cus_SQowAcefaO5PCl,sub_1RVxKFKojVEYZPlXnkjQE0WK,199,,0.0,eur,month
Get Found Digital,co_18213494-d6f2-49bb-b271-1f39dd649647,cus_SQppElpjEpoeSI,sub_1RVyAEKojVEYZPlXHfXYPDvu,499,,0.0,eur,month
Stanbridge University,co_28fefcce-7821-4739-b443-473283f68f97,cus_SQu6x0AjzDZFgq,sub_1RW2HzKojVEYZPlXfU7TJ2ix,89,,0.0,usd,month
liveflow,co_2773f018-f5af-4907-a7b3-c2b93151fcf7,cus_SQvHvImPtfc3cM,sub_1RW3SFKojVEYZPlXHDAGVemB,199,,0.0,eur,month
Löwenstark,co_f0ab2eea-1f70-4f0b-a114-d2ce54474dc0,cus_SR4BJqRmoecinI,sub_1RWC4PKojVEYZPlX29EdoeI2,398,,0.0,eur,month
Office World,co_e02ccfab-4eaf-413c-8d88-f68a529bb52f,cus_SR4tQjzjzoPePf,sub_1RWCjJKojVEYZPlXi2sm2U8p,89,,0.0,eur,month
lightricks.com,co_af3e19c0-be70-4297-8dc4-99c8ce15bb87,cus_SOvCR2vIhP5A5n,sub_1RWFNcKojVEYZPlXXWvEW8FB,700,,0.0,eur,month
PANBlast,co_0fcbf5ba-99dd-4086-b86e-644fe5ac9fa2,cus_SRBr61mVDi0JGn,sub_1RWJTcKojVEYZPlXgW8aEowc,199,,0.0,usd,month
Five9,co_89be849d-9ed9-4ad3-8f7a-99ddd83cfcc2,cus_SQX6u0xLqf9kbp,sub_1RWKO1KojVEYZPlXWrziA1Lj,89,,0.0,usd,month
Worksuite,co_d6534863-ab18-4268-881c-db3f45235aed,cus_SRBUOFBdGHfjd0,sub_1RWioAKojVEYZPlXyEO4R2et,89,,0.0,usd,month
Benjamin Twichell,co_822f4d41-0650-41fc-b163-c91fda7cf709,cus_SRqeZSV5Nok6Pu,sub_1RWwylKojVEYZPlXQ680qSNv,89,,0.0,eur,month
Journey Further,co_33993542-71a3-40b8-80a4-7b7e8c9fc52c,cus_SQhCsRExKwQeLx,sub_1RWxqbKojVEYZPlXrKIeCoih,597,,0.0,eur,month
PicDrop GmbH,co_f70204f0-0e9e-4787-82db-44621cbe2d2e,cus_SRtWJ8l3mGDGvC,sub_1RWzkXKojVEYZPlX9A8uaKGn,89,,0.0,eur,month
Oxylabs,co_eb1e019b-a938-4e29-9193-70a7d0913ff9,cus_SQN9rB9e1oCcph,sub_1RX02vKojVEYZPlX6jBZZCzY,89,,0.0,eur,month
Help Scout,co_26d43e92-5969-4099-b2c6-587fd2e2ebee,cus_SRxnLWrqluRmWQ,sub_1RX3sEKojVEYZPlXSBDCHvWz,89,,0.0,usd,month
Sales Talent Inc.,co_47a2141e-995e-40b0-853e-90c5ffe3fb5b,cus_SRy6A84Bd9kx0g,sub_1RX4BEKojVEYZPlXht41ySHu,89,,0.0,usd,month
Julien Maillard,co_716fd47d-b0b4-4743-906e-5909bc463dc3,cus_ST5dTxIUzdR6wi,sub_1RY9SDKojVEYZPlXNFqOkA3U,199,,0.0,eur,month
Verder,co_0e371ddc-b2f2-45e0-b0fe-cb0fc10de39d,cus_STJEpn4EQBz8IE,sub_1RYMdbKojVEYZPlXtdRbiqkZ,199,,0.0,eur,month
Telefónica ,co_04765723-5285-4898-a6e7-1c695ac91897,cus_STLBPEjxAabDcF,sub_1RYOYCKojVEYZPlXg0S7zARv,499,,0.0,eur,month
Andor Palau,co_b8fb6297-4804-44e3-a472-e552664020b9,cus_STPfbaysEgHxza,sub_1RYSqyKojVEYZPlXZdSE6DTZ,89,,0.0,eur,month
Ströer Publishing,co_0da1c429-bae0-4049-81cd-2c7b06196a84,cus_SThe4chllDYVG9,sub_1RYkG2KojVEYZPlX6O6eUyAV,89,,0.0,eur,month
Productive,co_d89fc385-40d6-44fc-82ae-1bf8ed605ed7,cus_STim9ToEZXwpnS,sub_1RYlL4KojVEYZPlXCUmrV8ti,199,,0.0,eur,month
We Venture,co_3576920b-5382-4feb-ab18-ed563a90f768,cus_STjahJTHPnXHqL,sub_1RYm8PKojVEYZPlXgXPBAwaQ,199,,0.0,eur,month
Code Brew Labs,co_75b6eaad-e43f-40b1-be04-c91861e7cd93,cus_STl46WpSpzaEjM,sub_1RYnYBKojVEYZPlXBKJfkHnm,89,,0.0,eur,month
DIE ZEIT,co_990b0c45-8b6e-4a29-8e45-d007659f7a66,cus_STmvthpotYqUXL,sub_1RYpPZKojVEYZPlXiqCNFvjL,169,2029.0,0.0,eur,year
Twenty-Eight,co_46df3429-a879-4b0e-a207-fa2cbf07baca,cus_SU2MwpPiKKt0pO,sub_1RZ4J3KojVEYZPlXZFhMsJe3,178,,0.0,eur,month
,,cus_SU9Ym4Ckh817YF,sub_1RZBHPKojVEYZPlXS1cyakAV,500,,0.0,eur,month
Kinesso,co_2fbedd3e-c00c-46aa-b274-17e289609d2f,cus_SOXp92NBooHEwI,sub_1RZBggKojVEYZPlXfSprEW9J,329,,0.0,eur,month
Simpro,co_76fad1e0-d083-42d8-b034-fe7870bd740f,cus_SUJacN3gS8U89n,sub_1RZKxqKojVEYZPlXPvyJ5Ca7,288,,0.0,eur,month
info.link,co_c9cd1b47-30cc-46a7-a226-572398924076,cus_SUQyon6zaAoAgh,sub_1RZS6sKojVEYZPlXEIBnX8YL,89,,0.0,eur,month
Threepipe reply,co_c54f5b4b-0795-4108-a683-85a068a9ff05,cus_SURj8gMO4PXjxl,sub_1RZSqRKojVEYZPlXT88dvfIz,1500,,0.0,eur,month
Exportarts,co_409509ad-0e84-4de4-872e-83e292a5357b,cus_SUSCsU34FBU36A,sub_1RZTIvKojVEYZPlXWxWp32L5,89,,0.0,eur,month
RIEGG,co_32d0b55d-97a2-4134-bec2-896e9f8a4333,cus_SUQndIO3ZNvk4j,sub_1RZTwLKojVEYZPlXF1aWB4NY,100,,0.0,eur,month
Outletcity Metzingen,co_0afddc88-1d11-40f4-adc7-21e451058b79,cus_SUVWAVyAw7GsXk,sub_1RZWWVKojVEYZPlX5hG2TTND,89,,0.0,eur,month
PARK 7,co_3f746d4a-4a4f-4c34-a656-2ab4a14b1e65,cus_SUW5GninpByxgK,sub_1RZX4DKojVEYZPlXkzQSkoFO,199,,0.0,eur,month
Integrity Energy,co_6e7a37cf-c284-4ed4-a2a9-7c4daaeaf1e0,cus_SUcQMjpMCJigHk,sub_1RZdGpKojVEYZPlX6chdEkYU,398,,0.0,eur,month
firstmotion.com,co_4609313b-c440-4b8f-a0d8-1e85c07d5379,cus_SUt77OLVhucR6f,sub_1RZtLpKojVEYZPlX9cOK1ryE,199,,0.0,eur,month
Coderbyte,co_eea0a51b-000e-4764-b72b-d91bec513e19,cus_SVSMu3c0nwNAYM,sub_1RaRRMKojVEYZPlXIiTdwpYg,89,,0.0,usd,month
getpress,co_e39ea2b2-a335-4a09-8077-6d5527132e10,cus_SVc2qL00YoDiJZ,sub_1RaaqCKojVEYZPlXkmoy9bBV,267,,0.0,eur,month
Inscope Agency,co_171b1a95-bd01-4c9c-98f4-62c61133da3c,cus_SVcNk37FqR4jvD,sub_1Rab8gKojVEYZPlXyh0t895U,199,,0.0,eur,month
Millwright,co_cf016a3a-9f49-4847-99cc-10a722e77beb,cus_SVhdIv8hrz1rML,sub_1RagDsKojVEYZPlXGlykmV7S,89,,0.0,usd,month
PolicyMe,co_2edce3ff-b06a-4053-a8d1-1c9009c28e89,cus_SVkUA3JYVeGMz4,sub_1RaizrKojVEYZPlXyvUfztsG,108,,0.0,eur,month
Stryde,co_52359cc8-6e08-4095-82cf-6f1ae8391be2,cus_SVlXTc63q55mQ6,sub_1Rak0wKojVEYZPlXRW2HQJdk,199,,0.0,eur,month
stop Looking,co_194337ff-9cdd-4fc3-80de-90e11a3d2713,cus_SVyjKHru3Yu59t,sub_1RawmAKojVEYZPlX6QTFwnkC,178,,0.0,eur,month
Italo,co_d0b4b746-07fb-44a3-983c-754d7bddea99,cus_SLq3EB15WSUM0j,sub_1RazZLKojVEYZPlXYnVXklh3,417,5000.0,1.0,eur,year
Pure Visibility,co_34be6f23-2d13-4ec9-885d-87e2fdf2b0cb,cus_SW3w3oQp0QhFVo,sub_1Rb1oyKojVEYZPlXoLYNU2DW,530,,1.0,usd,month
Layer Cake Digital,co_cc6babe1-1033-4efe-8705-5ffa7e15acd7,cus_SRDEO7dNsLrzRz,sub_1Rb5ECKojVEYZPlXDXjajQ0L,199,,0.0,eur,month
Digital X,co_be32642f-dffc-4910-8123-10628855f3aa,cus_SWAXWRPtJNVRhT,sub_1Rb8D3KojVEYZPlXty8PLj3X,377,,0.0,eur,month
YPM,co_8d739457-1372-4cb9-a674-edb0e2ad770c,cus_SWAyGemwx1DoLn,sub_1Rb8ceKojVEYZPlXknpFzMHG,89,,0.0,usd,month
Future PLC,co_0a22cc43-ae3d-46c9-8a06-9f64cc22b122,cus_SWOWB7PiQ29ha3,sub_1RbLkVKojVEYZPlX3HeQLSVv,499,,0.0,eur,month
MaintainX,co_ef486098-cf95-493b-894f-f62d7c152861,cus_SOwrJNhGpvGo1a,sub_1RbR4VKojVEYZPlXQnR5z5EO,199,,0.0,eur,month
Win With Optimal,co_a1d2e2e7-f070-4593-9ff7-27de8724ca56,cus_SWVjZ0omVRPPUb,sub_1RbSiYKojVEYZPlXdmzEJ9bD,681,,0.0,eur,month
Movavi,co_454a2c76-49f6-439f-8e29-090e97ad1f8a,cus_SWfQSKZh8Hs4LO,sub_1Rbc77KojVEYZPlXmHx2WoFY,227,,0.0,eur,month
Bild,co_571ba533-e806-4251-bcaf-0c5f8c5fefdc,cus_STkBl1A1Xma850,sub_1RbeEAKojVEYZPlXYoAA2Bit,199,,0.0,eur,month
Rocket X,co_6c7f090a-0829-46be-837a-82bdd53c2092,cus_SWj8eg922Q356p,sub_1RbgFEKojVEYZPlXFwdkHaJf,249,,0.0,eur,month
Supademo,co_48a76c67-cc9d-41db-84e7-0e472d680232,cus_SUc7NUgla2aNv6,sub_1Rbgt2KojVEYZPlXxFKwLXyT,199,,0.0,eur,month
Kurk,co_33e6bf3a-09a2-4a54-a276-df9c3c2be838,cus_SWoRyoox337w4Y,sub_1RbkpTKojVEYZPlXwB1KXFoY,89,,0.0,eur,month
Eden Data,co_59e88774-acf9-4633-8b62-6eac9ad34f2f,cus_SWsVFqTtRz99GE,sub_1RbokHKojVEYZPlX4m9V2fik,138,,0.0,eur,month
Myposter,co_775c9431-6ee5-43ea-8336-af00714e3112,cus_SX4X2nwMbYEI3y,sub_1Rc0PBKojVEYZPlXE1eQMOFv,600,,0.0,eur,month
agencia eleven,co_545dccc0-a7a4-4f3b-a597-4a35ef4873e8,cus_SX8O2cbt9TyeVQ,sub_1Rc47vKojVEYZPlXj0DExSK6,560,,0.0,eur,month
Lingopie,co_ff17e0c5-f84b-4325-a6c5-573fb8aafa5c,cus_SX9A6HPP5Pz294,sub_1Rc5TrKojVEYZPlXLrzt3tGw,199,,0.0,eur,month
Ownwell,co_e21a2d1e-2d99-4668-a880-532165a045c3,cus_SXHoBHaem5iIMG,sub_1RcDEfKojVEYZPlXxpy6oBHR,199,,0.0,eur,month
Heidi Health,co_a9fbbb76-ee32-4fac-8ce7-3828cf856257,cus_SYAsKyU8ImJ7nS,sub_1Rd4WXKojVEYZPlXVzUPp7NR,77,919.0,0.0,eur,year
Betao,co_504af0f6-078c-49e2-b245-88d2f0e8d16e,cus_SYH3yCf3WKzPd1,sub_1RdAVzKojVEYZPlXPFbq2R7e,199,,0.0,eur,month
skedda.com,co_2adb45cd-1b40-4a27-8611-537f3d0a9f5c,cus_SYIK6lU9yInKsS,sub_1RdBjkKojVEYZPlXNQXdTmhO,199,,0.0,eur,month
The Pegasus,co_7b0d64d5-2b64-49d0-8b14-a8e5457a3b07,cus_SYLBaDDb5uqnzU,sub_1RdEUnKojVEYZPlXznOgeQja,89,,0.0,usd,month
experics digital GmbH,co_9c05aaa2-c02c-494b-8523-46d2edfc9c8c,cus_SYaAFHEzVucswC,sub_1RdT0KKojVEYZPlXG5Gh7IDp,400,,0.0,eur,month
Better Stack,co_465c508e-1934-4941-84ce-b4cf7fc0b05b,cus_SYaQRoK0eEP6Fc,sub_1RdTG5KojVEYZPlX0woGE4cr,199,,0.0,eur,month
Jung von Matt IMPACT,co_31487181-bca3-4f3d-b77b-0974058b506b,cus_SYeEDPhxLWveXI,sub_1RdWvnKojVEYZPlXi4RLclKV,400,,0.0,eur,month
Takeoff,co_86a8c6f7-0485-4f93-869f-683c87df6f78,cus_SYerDD8CSvA3FH,sub_1RdXXiKojVEYZPlXg9ypdvcG,267,,0.0,usd,month
Firesign,co_0574c6f6-b107-4de8-9aaa-9080cee9d8f7,cus_SYhlGbMIOkql0f,sub_1RdaLzKojVEYZPlXASzBCMHc,199,,0.0,usd,month
Singularity Digital,co_4bc9d43c-5e5f-492b-857a-8bf60ff6f372,cus_SYjQiugVogSgk5,sub_1RdbxLKojVEYZPlXVLK2HlaB,199,,0.0,eur,month
Tell Me More,co_096294c3-a8f5-4157-b180-5195319f9b77,cus_SYkaN4zD06sXnm,sub_1Rdd5dKojVEYZPlXBn22plpT,89,,0.0,usd,month
Ems Ambulance,co_f3ab907a-7f18-40a3-bd43-a65704d4742c,cus_SYyLEOsteN6QiF,sub_1RdqPlKojVEYZPlXF1kE1baT,89,,0.0,eur,month
Orchestra,co_765256c1-aa41-4a22-898b-daddc3cdeac0,cus_SZ0KqUgFJ5FVm1,sub_1RdsLIKojVEYZPlXK09GhJzO,239,,0.0,eur,month
Softonic,co_de8771d5-1247-4f7b-ac6b-fd3eda1e1171,cus_SZ2GKfIpFn745w,sub_1RduD4KojVEYZPlXaETY3ZLL,199,,0.0,eur,month
Minisocial,co_944552dd-d387-488f-a120-1022b930fa44,cus_SZ4gJZoihzUIN8,sub_1RdwYoKojVEYZPlXFA6ivGRf,89,,0.0,usd,month
Fresh Prints,co_fa8698c7-0279-4fb0-80ee-98a0ede377b3,cus_SU5R3Ngm0DqZTl,sub_1Re7B5KojVEYZPlXWmiYonxT,330,,0.0,eur,month
DJE,co_266b66b1-fb4e-4e2f-9ebb-4f7cd718927c,cus_SZI4vxjgjfUJsX,sub_1Re9VeKojVEYZPlXPh0OZqzY,199,,0.0,eur,month
hr works,co_690b7824-1f10-488b-949c-4c6af7888d6c,cus_SZJJreUfXKsGvg,sub_1ReAhIKojVEYZPlXEaF1SsZC,199,,0.0,eur,month
Genie AI,co_2eb0a083-a184-4e74-aa27-735e3291c34b,cus_SWK4QAgX9nk8eY,sub_1ReEz2KojVEYZPlXMTa44h8L,89,,0.0,eur,month
Jedha Bootcamp,co_0f87ac16-84bd-4f79-9122-7f66dd9c68d6,cus_SZOfRdV42vAHRx,sub_1ReFsdKojVEYZPlXcxx1kGn5,199,,0.0,eur,month
Luxury Presence,co_f80cb5f4-20bb-4339-bb71-082655a7428d,cus_SZPJXQqbVmxFhP,sub_1ReGVIKojVEYZPlXBhTM6V6M,200,,0.0,eur,month
ecosio,co_69cc389a-5efa-45c9-8156-5346facf8b39,cus_SZQBj0yLLmWJwk,sub_1ReHOPKojVEYZPlXf5S3i3WB,89,,0.0,eur,month
BOXT,co_389720e0-0d93-4c33-98a1-870d4cf2cd9e,cus_SZQSyLunudz2b5,sub_1ReHciKojVEYZPlXGLDkawi8,89,,0.0,eur,month
vialytics GmbH,co_6a1f9fe5-1cf6-4061-8db4-b2288902947f,cus_STgKVhdPAQPRK0,sub_1ReHmSKojVEYZPlXNbB0ghgO,77,919.0,0.0,eur,year
Arizona College of Nursing,co_620d850f-02e7-4bd9-a5d9-c6b3aa2c81f1,cus_SZWyd9aEOy2N9u,sub_1ReNuaKojVEYZPlXy8nK3F9Q,199,,0.0,eur,month
Plancorp,co_ac033bb3-1ce6-459d-a146-6a52c0d31bcb,cus_SZXeQpqu30TAWG,sub_1ReOZEKojVEYZPlXzgttXEQJ,89,,0.0,usd,month
Netzbekannt,co_e0bf1a9b-c6ea-42e0-b8d7-67d200043d8d,cus_SZgYRU2acFZobZ,sub_1ReXC0KojVEYZPlXWVut2B6l,340,,0.0,eur,month
Skycoach,co_1bec7002-60b2-4de9-ae2a-6dfb39a69839,cus_SZiDuY73O6NrhU,sub_1ReYocKojVEYZPlXLPrQOkgZ,227,,0.0,eur,month
Unobravo,co_48339b78-57d5-4a8d-ad5c-3ac233776347,cus_SZjRQPcjehuJPu,sub_1ReZzaKojVEYZPlXKHL5RBze,89,,0.0,eur,month
Slash Digital,co_463fbd30-ea4a-45e7-89d4-79cc6743039f,cus_SZhIKPDN3h7gZv,sub_1ReaJFKojVEYZPlXxTQa64jg,524,,0.0,eur,month
FastDL,co_0c150e84-2302-4fa1-9d91-4b6fd7c8c42d,cus_SZkAwlpSuMDmqL,sub_1ReafwKojVEYZPlXp11oZsz3,200,,0.0,eur,month
involve.me,co_3871a67c-b15b-497b-ad24-68a0521bd59c,cus_SWicE0ecEmy4Gs,sub_1RecBCKojVEYZPlX8MCd48t1,89,,0.0,eur,month
Valtech,co_e323ee81-37ff-446a-a94c-332f10b64b3d,cus_SZlp1Kh2PLcM3j,sub_1RecIlKojVEYZPlXMHz6Olaj,499,,0.0,eur,month
Snapstream,co_aedfe787-2072-4bcb-a33e-092d591e4987,cus_SZmRxmgyLz2lzs,sub_1Rect6KojVEYZPlXhqA5kfNW,89,,0.0,usd,month
Frontegg,co_52b65c20-c438-4090-961f-f5026c6d0ac1,cus_SZnywcClP2kZjm,sub_1ReeMTKojVEYZPlX8Mc5X4Ed,112,,0.0,usd,month
Skindr,co_0b7309e2-ee02-47c4-8e51-29f464605c7a,cus_Sasi7Glz49DMuw,sub_1RfgyJKojVEYZPlXfrAApz1U,89,,0.0,eur,month
The Electric Car Scheme,co_d64f7511-a8b3-4675-9029-2e91bd6a1ae0,cus_Sau0dafWRDcYeF,sub_1RfiDUKojVEYZPlX9Z7urKXH,199,,0.0,eur,month
Nationwide Transport Services,co_ae075a9b-9143-43b8-81ad-174b1bb5e08c,cus_Saz4pVQSANjgnf,sub_1RfndrKojVEYZPlX0Os7eJpj,199,,0.0,eur,month
,,cus_Sb0jZEv6xt3ctq,sub_1RfohgKojVEYZPlXualc4NPx,267,,0.0,usd,month
hipages Group,co_48f68c14-37fa-4556-8761-ff8d62e47198,cus_SQyeoHdBD24pVE,sub_1RfvOvKojVEYZPlX2qYXNBEs,278,,0.0,eur,month
Measurlabs,co_454d0fbd-bade-46c1-8073-d04a603373ff,cus_Sb9NWNRE6uUyGR,sub_1Rfx5pKojVEYZPlXHsW92yNS,199,,0.0,eur,month
homestra,co_d44363ee-f6c8-4114-bf96-4977de136186,cus_S842JjMrpFjnoI,sub_1RfyNuKojVEYZPlXfV7Fxmch,89,,0.0,eur,month
Captain Words,co_d8e2b264-2954-43e9-904e-afa792ee78ef,cus_SbBtHqEcSDQ5jk,sub_1RfzVUKojVEYZPlXDKpbd6nO,199,,0.0,eur,month
Evergreen Media,co_865f93cd-d1d2-4f97-aba9-24b33d5de112,cus_SbXhMERrWnY7g9,sub_1RgKgnKojVEYZPlXhNVuSMfD,1500,,0.0,eur,month
Noble,co_7729e647-6ffd-40db-b178-9d0f2aee07cf,cus_SbZ20Eywj3xquh,sub_1RgLvEKojVEYZPlXjBEjefbC,89,,0.0,eur,month
TRES Finance,co_41721aee-798b-4664-bcb0-1f01c8a53004,cus_SbZe3n7lybhYC9,sub_1RgMVCKojVEYZPlXPguDNt1e,199,,0.0,eur,month
Spiegel,co_687b10c1-0c67-419a-8bc3-e81a1f11f1b0,cus_SbeHlhMB0fzeT1,sub_1RgQz7KojVEYZPlXkPo8YuTP,169,2029.0,0.0,eur,year
Parfois,co_34981ce9-88d8-4d33-9e11-f5d523582793,cus_SbfHizPM54StMI,sub_1RgS0KKojVEYZPlX0SSmHGJa,89,,0.0,eur,month
Blueprint,co_781b9748-b9f0-4e88-b601-719ced8dd2df,cus_SbhTqK0GTlUrlD,sub_1RgUp8KojVEYZPlXh4Ys8pqk,89,,0.0,usd,month
OsmoFresh,co_17644c4b-71e4-40c1-9a64-de8922b9df85,cus_SbjKRIC5X0S4AL,sub_1RgVwhKojVEYZPlX2FJ5acu4,89,,0.0,eur,month
Justin Coons,co_782b6ff5-8c61-4fa2-a553-8232afd065fc,cus_SbkC9BLK7NdBY5,sub_1RgWkGKojVEYZPlXVjH9xYhH,169,2028.96,0.0,eur,year
Reputation House,co_6df941e2-da66-45ae-a5bf-5345a176e026,cus_SbundLKbdxxj8q,sub_1RggxgKojVEYZPlXRsLW44Qi,89,,0.0,eur,month
Jaeckert & O'Daniel,co_f5267b94-1922-4312-8e0d-b3b2b20864fa,cus_Sbvud4ejsXWZEb,sub_1Rgi2zKojVEYZPlXILetz7R8,599,,0.0,eur,month
Carglass,co_154775e4-a091-4899-90ac-34290ccfc04e,cus_Sbvc9h9hwa0lkl,sub_1Rgi5jKojVEYZPlXs8paBupA,199,,0.0,eur,month
sehkraft Augenzentrum,co_8a4f4b25-9183-4530-b9fe-0a02bc975af0,cus_SbxN6oLg19HVMR,sub_1RgjSlKojVEYZPlXscLm1iR5,89,,0.0,eur,month
Basalt,co_7ae2ab68-8eb2-4352-ac36-44a7fa86336f,cus_Sby16hv7X6DQDE,sub_1Rgk8dKojVEYZPlXGQIg9qYC,89,,0.0,eur,month
ColdIQ,co_a6650f42-83a0-4a5a-8075-5fc0f74087e8,cus_SbyKmtClt7gqvQ,sub_1RgkNzKojVEYZPlX4nheXFWS,89,,0.0,eur,month
NewMail AI,co_8890f321-da48-466b-bb1b-e5268378b9e2,cus_SbyPMJyiY924NN,sub_1RgkT2KojVEYZPlX39xqPMwY,89,,0.0,eur,month
Ventureleap,co_f13ddb7d-f53d-4027-8f34-31e42d28f599,cus_SbyXkZcLFywyOJ,sub_1Rgkb9KojVEYZPlXKMYb5jYl,89,,0.0,eur,month
iwoca,co_6568a1b2-b088-4dd6-abc5-4819c19f3749,cus_Sbvdt7ebLNxGCr,sub_1RgkmRKojVEYZPlX3Jwd42S4,335,,0.0,eur,month
Lunar Ventures,co_566b2b0c-7d49-41d4-9b12-5a77d68bc355,cus_Sbzx3nnY8jxOln,sub_1Rgm0QKojVEYZPlXDwodzTBi,89,,0.0,eur,month
Contrast,co_3a965c95-e9b2-4be8-bcef-495545952967,cus_Sc08wfq2Al7MdW,sub_1RgmBjKojVEYZPlXegEg0zqS,89,,0.0,eur,month
Index Ventures,co_09f80b79-e50b-4458-9487-b886e82101fe,cus_Sc0Cw0hY0hbrTv,sub_1RgmDmKojVEYZPlXEWbWWtFi,89,,0.0,eur,month
121WATT GmbH,co_9858193a-5820-467e-8ed8-5e54ac1d5f19,cus_Sc0EqzAMAXHyZ1,sub_1RgmFwKojVEYZPlXVYLPYvVG,89,,0.0,eur,month
Sam Ficek,co_4b3403f5-8842-4b2f-a4a4-8d9c65838a50,cus_Sc0ulVSeLDVbPK,sub_1RgmuHKojVEYZPlXej0p84U5,89,,0.0,eur,month
SimpledCard,co_ad78410b-cf36-4c3a-bb25-99bd6696b284,cus_Sc1yG065A1XCx4,sub_1RgnxqKojVEYZPlXpipC57A2,89,,0.0,eur,month
Komodor,co_7dff3fc7-bb43-41ea-8906-0f2c7ec817a4,cus_Sc2LsWPXGbV6b4,sub_1RgoGyKojVEYZPlX1NKCJPwB,178,,0.0,eur,month
varosun,co_0da6da6a-dc69-4f72-8ca0-dfb11874baa8,cus_Sc2w6KmfOOeEWv,sub_1RgpHrKojVEYZPlXgevea5MR,89,,0.0,eur,month
Koddi,co_03d2d028-61d4-46a5-8c32-f57164eb3c95,cus_Sc4JD97cQKQgno,sub_1RgqCEKojVEYZPlXEYBUz9nd,89,,0.0,usd,month
Tebra,co_e3ad4eb1-a339-4280-b89e-9931197b9931,cus_Sc50qfif2cclGg,sub_1RgqtRKojVEYZPlXirBaOZWv,199,,0.0,usd,month
Civitatis ,co_58da034e-7edc-4a5c-9496-2b1dbcf62c69,cus_Sc5NjSSlOC8SWc,sub_1RgrHgKojVEYZPlXVD1WwY1H,199,,0.0,eur,month
,,cus_SbmoziJXfWV0FW,sub_1RguxeKojVEYZPlX6tbsKQB0,299,,0.0,eur,month
gotoitcareer,co_60e627ee-328b-4adb-a4c1-01a3c641db45,cus_ScIgnT4w0SoYvl,sub_1Rh46UKojVEYZPlXtzKIC7CY,89,,0.0,eur,month
Superchat,co_67a3c8f4-3d80-4dbf-a0cc-51f0089f050f,cus_ScIjLD0J13W0WE,sub_1Rh48fKojVEYZPlXEzDqu5aM,199,,0.0,eur,month
spektr,co_274651a2-ecaf-42c5-a3d3-038d95c09268,cus_ScJg6QXdA6JJDQ,sub_1Rh55yKojVEYZPlXfNXN2XLw,89,,0.0,eur,month
