,id,name,type,domain,stripe_customer_id,stripe_subscription_id,company_id,required_credits_annual,customer_id,mrr_cents,current_annual_revenue
306,co_405c9439-4e6f-4d59-91d4-2c334eadc803,Voy,IN_HOUSE,joinvoy.com,cus_T4RCZmvqDTpeHJ,sub_1S8PbjKojVEYZPlXjVRjpM8W,co_405c9439-4e6f-4d59-91d4-2c334eadc803,15.0,,,0.0
307,co_406fbe22-a6a9-461f-a815-f1c2438cdd37,Signalchecker,IN_HOUSE,signalchecker.co.uk,cus_T1uWrsiNEIuGBq,sub_1S5qjBKojVEYZPlX5khowbtE,co_406fbe22-a6a9-461f-a815-f1c2438cdd37,15.0,cus_T1uWrsiNEIuGBq,8900.0,1068.0
308,co_407c6024-b992-4763-b8c0-37308cde0de7,CIPHR,IN_HOUSE,ciphr.com,cus_T1XyrvYxiAd4yD,sub_1S5oo2KojVEYZPlXxzMI7kVV,co_407c6024-b992-4763-b8c0-37308cde0de7,33.0,,,0.0
309,co_409509ad-0e84-4de4-872e-83e292a5357b,Exportarts,AGENCY,exportarts.io,cus_SUSCsU34FBU36A,sub_1RZTIvKojVEYZPlXWxWp32L5,co_409509ad-0e84-4de4-872e-83e292a5357b,75.0,cus_SUSCsU34FBU36A,8900.0,1068.0
310,co_40de223d-3e6b-463d-be56-46bff059250e,Google,IN_HOUSE,google.com,cus_T3Nlgg0pga7par,sub_1S7HIBKojVEYZPlX9VXeyIdc,co_40de223d-3e6b-463d-be56-46bff059250e,51.0,,,0.0
311,co_40e20607-9e38-40bf-bd34-30b11caa7d13,CFOshare,IN_HOUSE,cfoshare.org,cus_T1vhlTURo5C5pW,sub_1S5rrOKojVEYZPlX5Eb6KhGy,co_40e20607-9e38-40bf-bd34-30b11caa7d13,72.0,cus_T1vhlTURo5C5pW,8900.0,1068.0
312,co_40f53638-0128-4942-9187-efd9de6fb001,Unic AG,AGENCY,unic.com,cus_SwyosXKcteGXU1,sub_1S153ZKojVEYZPlXAObUbBrW,co_40f53638-0128-4942-9187-efd9de6fb001,75.0,cus_SwyosXKcteGXU1,8900.0,1068.0
313,co_41721aee-798b-4664-bcb0-1f01c8a53004,TRES Finance,IN_HOUSE,tres.finance,cus_SbZe3n7lybhYC9,sub_1RgMVCKojVEYZPlXPguDNt1e,co_41721aee-798b-4664-bcb0-1f01c8a53004,400.0,cus_SbZe3n7lybhYC9,19900.0,2388.0
314,co_4186fc2b-6e14-435e-ae02-5f3775cc9824,Pagelift,AGENCY,pagelift.de,cus_T19H1tR9qcoFmc,sub_1S574AKojVEYZPlXzjguevh6,co_4186fc2b-6e14-435e-ae02-5f3775cc9824,15.0,,,0.0
315,co_4199c866-8008-4672-8650-4d6ee85e85aa,Digital Sisco,AGENCY,digitalsisco.com,cus_S55NJwaC3JyH45,sub_1RAvDDKojVEYZPlXVrgC56Ab,co_4199c866-8008-4672-8650-4d6ee85e85aa,654.0,cus_S55NJwaC3JyH45,34800.0,4176.0
316,co_42539137-db56-4336-850e-f1232bd7259d,Outlet Halfweg,AGENCY,outlethalfweg.info,cus_T4QbZS77I8vgHF,sub_1S8HmdKojVEYZPlXijoabYUY,co_42539137-db56-4336-850e-f1232bd7259d,15.0,,,0.0
317,co_427ac2cc-5b6d-4143-9fcf-0848d5cb7d3c,Zenoti,IN_HOUSE,zenoti.com,cus_T1yJ1PBKqjEb2i,sub_1S5uOtKojVEYZPlXahnCZdde,co_427ac2cc-5b6d-4143-9fcf-0848d5cb7d3c,15.0,cus_T1yJ1PBKqjEb2i,8900.0,1068.0
318,co_43497a34-d451-4e48-8034-bb26824c57d0,projx,AGENCY,projx.de,cus_SJcDa9bxaRwJmE,sub_1ROz0YKojVEYZPlXxk5PRvNa,co_43497a34-d451-4e48-8034-bb26824c57d0,105.0,cus_SJcDa9bxaRwJmE,9000.0,1080.0
319,co_4350dcc1-d3eb-46e5-b73f-5fe750d1635a,Ph,AGENCY,ph.com,cus_SwleBdtUiRiHMe,sub_1S1ECeKojVEYZPlXi5SMqLKO,co_4350dcc1-d3eb-46e5-b73f-5fe750d1635a,600.0,cus_SwleBdtUiRiHMe,27800.0,3336.0
320,co_4357416c-16f5-42e8-b3f3-509fbb7338e3,Connextek,IN_HOUSE,connextek.ca,cus_SLcoPthLUnSTKj,sub_1RQvYfKojVEYZPlXMwPDK2xL,co_4357416c-16f5-42e8-b3f3-509fbb7338e3,30.0,cus_SLcoPthLUnSTKj,8900.0,1068.0
321,co_43c9eb15-95aa-48b9-9b07-1020e548c4b0,SimplePractice,IN_HOUSE,simplepractice.com,cus_SgbReaG9blYfUs,sub_1S31R1KojVEYZPlXyUjJfagW,co_43c9eb15-95aa-48b9-9b07-1020e548c4b0,300.0,cus_SgbReaG9blYfUs,19900.0,2388.0
322,co_4454197c-3ae9-43a6-830a-7492a7cf7f6f,Art of Living,IN_HOUSE,artofliving.org,cus_Sz2vZXgh2pKHkS,sub_1S8A31KojVEYZPlXDUeYwZQo,co_4454197c-3ae9-43a6-830a-7492a7cf7f6f,54.0,,,0.0
323,co_44deb8cc-6eb6-4be9-ae70-3b71d8acf293,My Social Practice,AGENCY,mysocialpractice.com,cus_T1YztmsIhz7zBQ,sub_1S5VslKojVEYZPlXAvJPH41D,co_44deb8cc-6eb6-4be9-ae70-3b71d8acf293,75.0,cus_T1YztmsIhz7zBQ,8900.0,1068.0
324,co_44ea1677-9ba9-4053-ab7a-ece8131b7391,Infidigit,AGENCY,infidigit.com,cus_T45ciKERLdcVN4,sub_1S7yhgKojVEYZPlX2m59Zjb5,,0.0,,,0.0
325,co_44fa32e0-06cf-48e4-a309-27d07fda6d57,Photohuman,IN_HOUSE,photohuman.space,cus_SrrTtE0nqEGcIj,sub_1Rw7m6KojVEYZPlXO7aKnHhU,co_44fa32e0-06cf-48e4-a309-27d07fda6d57,21.0,cus_SrrTtE0nqEGcIj,8900.0,1068.0
326,co_4510fdb7-1d05-4caa-8041-780d680eb5fc,SELG AS,IN_HOUSE,selg.as,cus_T4qVtDNyNkSCRf,sub_1S8gtZKojVEYZPlXXqPbVAtf,co_4510fdb7-1d05-4caa-8041-780d680eb5fc,18.0,,,0.0
327,co_454a2c76-49f6-439f-8e29-090e97ad1f8a,Movavi,IN_HOUSE,movavi.com,cus_SWfQSKZh8Hs4LO,sub_1Rbc77KojVEYZPlXmHx2WoFY,co_454a2c76-49f6-439f-8e29-090e97ad1f8a,189.0,cus_SWfQSKZh8Hs4LO,22700.0,2724.0
328,co_454d0fbd-bade-46c1-8073-d04a603373ff,Measurlabs,IN_HOUSE,measurlabs.com,cus_Sb9NWNRE6uUyGR,sub_1Rfx5pKojVEYZPlXHsW92yNS,co_454d0fbd-bade-46c1-8073-d04a603373ff,279.0,cus_Sb9NWNRE6uUyGR,19900.0,2388.0
329,co_459937bb-9ef0-4fd2-807e-11f607c74777,otago,AGENCY,otago.at,cus_T4OwQ3s6bKgOMv,sub_1S8GBFKojVEYZPlXWljINTvq,co_459937bb-9ef0-4fd2-807e-11f607c74777,60.0,,,0.0
330,co_45d81879-10f0-46a2-8bce-09570c6a7835,Jestor,IN_HOUSE,jestor.com,cus_T1v7e4Z06OYbJw,sub_1S5rK8KojVEYZPlXF6DvQRDp,co_45d81879-10f0-46a2-8bce-09570c6a7835,57.0,,,0.0
331,co_45deeb10-3c31-438c-a12c-1909a7b33f91,Tommy Delorme,AGENCY,tommydelorme.com,cus_SmCKEgJ5IeBJLc,sub_1Rqdw5KojVEYZPlX0K1JuwgR,co_45deeb10-3c31-438c-a12c-1909a7b33f91,60.0,cus_SmCKEgJ5IeBJLc,8900.0,1068.0
332,co_45e8a7ca-4af5-4153-a89d-a7a4b8e6ff70,Warren Digital,AGENCY,warrendigital.com.au,cus_T6IfOpX7ZdtPUP,sub_1SA64oKojVEYZPlXkKB9ZpCS,co_45e8a7ca-4af5-4153-a89d-a7a4b8e6ff70,15.0,cus_T6IfOpX7ZdtPUP,8900.0,1068.0
333,co_4609313b-c440-4b8f-a0d8-1e85c07d5379,firstmotion.com,AGENCY,firstmotion.com,cus_SUt77OLVhucR6f,sub_1RZtLpKojVEYZPlX9cOK1ryE,co_4609313b-c440-4b8f-a0d8-1e85c07d5379,102.0,cus_SUt77OLVhucR6f,9950.0,1194.0
334,co_461b189e-dce8-403f-aa12-b35a18902f32,The Zone Media GmbH,AGENCY,thezone.ch,cus_T6KpbvhDLBg7Wb,sub_1SA8AlKojVEYZPlXr9OGT1sM,co_461b189e-dce8-403f-aa12-b35a18902f32,15.0,,,0.0
335,co_463fbd30-ea4a-45e7-89d4-79cc6743039f,Slash Digital,AGENCY,slash.de,cus_SZhIKPDN3h7gZv,sub_1ReaJFKojVEYZPlXxTQa64jg,co_463fbd30-ea4a-45e7-89d4-79cc6743039f,750.0,cus_SZhIKPDN3h7gZv,8480.0,1017.6
336,co_465c508e-1934-4941-84ce-b4cf7fc0b05b,Better Stack,IN_HOUSE,betterstack.com,cus_SYaQRoK0eEP6Fc,sub_1RdTG5KojVEYZPlX0woGE4cr,co_465c508e-1934-4941-84ce-b4cf7fc0b05b,300.0,cus_SYaQRoK0eEP6Fc,19900.0,2388.0
337,co_46658acf-5d16-44db-81a2-afbc56778aba,Novopath,IN_HOUSE,novopath.com,cus_T1z1lWVmbS1yJ9,sub_1S5v3uKojVEYZPlX6N4QAaJu,co_46658acf-5d16-44db-81a2-afbc56778aba,270.0,cus_T1z1lWVmbS1yJ9,79900.0,9588.0
338,co_4680a7d1-8bf1-4060-bd01-237106838719,enmacc,IN_HOUSE,enmacc.com,cus_T6HRpnvlzkFqsp,sub_1SA4uJKojVEYZPlXR3oD8DyF,co_4680a7d1-8bf1-4060-bd01-237106838719,27.0,,,0.0
339,co_46df3429-a879-4b0e-a207-fa2cbf07baca,Twenty-Eight,AGENCY,twenty-eight.agency,cus_SU2MwpPiKKt0pO,sub_1RZ4J3KojVEYZPlXZFhMsJe3,co_46df3429-a879-4b0e-a207-fa2cbf07baca,150.0,cus_SU2MwpPiKKt0pO,8900.0,1068.0
340,co_47764dc5-5c43-4bde-9749-88fa16e00042,IBEX,AGENCY,ibex.co.th,cus_Sz7FnkfcRXxXJK,sub_1S3Cb0KojVEYZPlXalCE4f3U,co_47764dc5-5c43-4bde-9749-88fa16e00042,27.0,cus_Sz7FnkfcRXxXJK,8900.0,1068.0
341,co_4783c827-264d-45c5-99e2-6dd54cb9e0b0,Creatify,IN_HOUSE,creatify.ai,cus_Sjf5EMAJQ6kgsV,sub_1RoBlZKojVEYZPlXra8NjGoK,co_4783c827-264d-45c5-99e2-6dd54cb9e0b0,75.0,cus_Sjf5EMAJQ6kgsV,19900.0,2388.0
342,co_47a2141e-995e-40b0-853e-90c5ffe3fb5b,Sales Talent Inc.,IN_HOUSE,salestalentinc.com,cus_SRy6A84Bd9kx0g,sub_1RX4BEKojVEYZPlXht41ySHu,co_47a2141e-995e-40b0-853e-90c5ffe3fb5b,54.0,cus_SRy6A84Bd9kx0g,8900.0,1068.0
343,co_47cbe445-a20b-4946-9e69-93091da3b5a1,ActiveCampaign,IN_HOUSE,activecampaign.com,cus_SavrImT0nG3me9,sub_1S5sZXKojVEYZPlXOKKpalox,co_47cbe445-a20b-4946-9e69-93091da3b5a1,12.0,cus_SavrImT0nG3me9,19900.0,2388.0
344,co_48339b78-57d5-4a8d-ad5c-3ac233776347,Unobravo,IN_HOUSE,unobravo.com,cus_SZjRQPcjehuJPu,sub_1ReZzaKojVEYZPlXKHL5RBze,co_48339b78-57d5-4a8d-ad5c-3ac233776347,75.0,cus_SZjRQPcjehuJPu,8900.0,1068.0
345,co_483e982b-df89-41a3-8eb3-afc023b63323,JSH Marketing,AGENCY,jsh.marketing,cus_T4zcy0lq2tMSAM,sub_1S8puqKojVEYZPlXzHDFACjG,co_483e982b-df89-41a3-8eb3-afc023b63323,15.0,,,0.0
346,co_48a76c67-cc9d-41db-84e7-0e472d680232,Supademo,IN_HOUSE,supademo.com,cus_SUc7NUgla2aNv6,sub_1Rbgt2KojVEYZPlXxFKwLXyT,co_48a76c67-cc9d-41db-84e7-0e472d680232,75.0,cus_SUc7NUgla2aNv6,8900.0,1068.0
347,co_48cca18f-362c-4b6a-85a7-b222acec6113,Orthomol,IN_HOUSE,orthomol.com,cus_ScIVxb13F6BcSo,sub_1RjKvGKojVEYZPlXjHsHOprl,co_48cca18f-362c-4b6a-85a7-b222acec6113,75.0,cus_ScIVxb13F6BcSo,8900.0,1068.0
348,co_48d07326-d021-44cb-b9d3-a77698dc4ec8,HiPeople,IN_HOUSE,hipeople.io,cus_Sr9eVKtOUJJMeY,sub_1RxSMEKojVEYZPlXK558iqG9,co_48d07326-d021-44cb-b9d3-a77698dc4ec8,24.0,cus_Sr9eVKtOUJJMeY,8900.0,1068.0
349,co_48f68c14-37fa-4556-8761-ff8d62e47198,hipages Group,IN_HOUSE,hipagessgroup.com.au,cus_SQyeoHdBD24pVE,sub_1RfvOvKojVEYZPlX2qYXNBEs,co_48f68c14-37fa-4556-8761-ff8d62e47198,294.0,cus_SQyeoHdBD24pVE,19900.0,2388.0
350,co_49f6c4cc-a94f-4eb3-8d96-4add61aba7ff,Namespace,IN_HOUSE,namespace.so,cus_T2KPSdFuCfVz3x,sub_1S6FluKojVEYZPlXQYFeQHc6,co_49f6c4cc-a94f-4eb3-8d96-4add61aba7ff,45.0,cus_T2KPSdFuCfVz3x,8900.0,1068.0
351,co_4a07a690-5cd9-4c19-bdc2-e6953e9b0cb1,CAMPFIRE,IN_HOUSE,camp-fire.jp,cus_SHDFLGt0fjTD5G,sub_1RMepIKojVEYZPlXT0nQph6o,co_4a07a690-5cd9-4c19-bdc2-e6953e9b0cb1,39.0,cus_SHDFLGt0fjTD5G,9000.0,1080.0
352,co_4a1b2b96-be27-4fc7-92ae-4f37a4dd5a8f,Impactful Apartment Marketing,IN_HOUSE,impactfulapartmentmarketing.com,cus_SroQntkua09LJV,sub_1Rw4nHKojVEYZPlX9lKpYyN6,co_4a1b2b96-be27-4fc7-92ae-4f37a4dd5a8f,402.0,cus_SroQntkua09LJV,15600.0,1872.0
353,co_4a21eafd-8a02-4177-8a0a-fb25f2e0bec2,BIT Capital,IN_HOUSE,bitcap.com,cus_StXtjWSpXUR8ZS,sub_1Rxl6dKojVEYZPlX008VQacS,co_4a21eafd-8a02-4177-8a0a-fb25f2e0bec2,15.0,cus_StXtjWSpXUR8ZS,8900.0,1068.0
354,co_4a4a3cce-b614-481b-ab9a-edfbe0181f95,Simpalm,IN_HOUSE,simpalm.com,cus_Sx4mlqKp866WPp,sub_1S1XOYKojVEYZPlXimd8fmoU,co_4a4a3cce-b614-481b-ab9a-edfbe0181f95,33.0,cus_Sx4mlqKp866WPp,8900.0,1068.0
355,co_4a58df90-a957-478c-9132-7fa3170a803d,Tenity,IN_HOUSE,tenity.com,cus_SdsrO4GjGddEkp,sub_1RiwNPKojVEYZPlXHnSXeYBZ,co_4a58df90-a957-478c-9132-7fa3170a803d,75.0,cus_SdsrO4GjGddEkp,8900.0,1068.0
356,co_4adbafb0-8cfe-4ff5-9b55-f5397c26681a,pushpush.ai,AGENCY,pushpush.ai,cus_T1V44hCplbyZp6,sub_1S5S4jKojVEYZPlXZsXDq3nK,co_4adbafb0-8cfe-4ff5-9b55-f5397c26681a,15.0,cus_T1V44hCplbyZp6,8900.0,1068.0
357,co_4b3403f5-8842-4b2f-a4a4-8d9c65838a50,Sam Ficek,AGENCY,samficek.com,cus_Sc0ulVSeLDVbPK,sub_1RgmuHKojVEYZPlXej0p84U5,co_4b3403f5-8842-4b2f-a4a4-8d9c65838a50,54.0,cus_Sc0ulVSeLDVbPK,8900.0,1068.0
358,co_4b60422c-f529-42d7-afb4-abe38a34ac68,Dash ,IN_HOUSE,dash.app,cus_SgWv2WHttz2t8K,sub_1Ry8XPKojVEYZPlXw9uDdRqi,co_4b60422c-f529-42d7-afb4-abe38a34ac68,177.0,cus_SgWv2WHttz2t8K,19900.0,2388.0
359,co_4b742878-049c-404c-a7d9-444bfaf2faa3,Media Intelligence,AGENCY,mediaintelligence.co.th,cus_T1NnE3XeP9p2kx,sub_1S7ZEHKojVEYZPlXpeydI7FN,co_4b742878-049c-404c-a7d9-444bfaf2faa3,33.0,cus_T1NnE3XeP9p2kx,19900.0,2388.0
360,co_4b9c87a8-7ac4-4445-bb2a-0fe94e4ac692,Omio,IN_HOUSE,omio.com,cus_S6XINjXr7NSAcc,sub_1RQOv5KojVEYZPlXDclEpl8p,co_4b9c87a8-7ac4-4445-bb2a-0fe94e4ac692,183.0,cus_S6XINjXr7NSAcc,202900.0,24348.0
361,co_4baad03e-661a-4f2a-a30b-c19caebd07aa,Bistretech,IN_HOUSE,bistretech.com,cus_T3dPLg4XgpIXrQ,sub_1S7W9mKojVEYZPlXdrp2Oujj,co_4baad03e-661a-4f2a-a30b-c19caebd07aa,15.0,,,0.0
362,co_4bc9d43c-5e5f-492b-857a-8bf60ff6f372,Singularity Digital,AGENCY,singularity.digital,cus_SYjQiugVogSgk5,sub_1RdbxLKojVEYZPlXVLK2HlaB,co_4bc9d43c-5e5f-492b-857a-8bf60ff6f372,168.0,cus_SYjQiugVogSgk5,9950.0,1194.0
363,co_4bfb52b5-4671-4197-a7c3-96a3703935ed,Team 503,AGENCY,team-503.com,cus_SesYpoMsv5KkPG,sub_1RjYoCKojVEYZPlXNeRAbRoo,co_4bfb52b5-4671-4197-a7c3-96a3703935ed,114.0,cus_SesYpoMsv5KkPG,8900.0,1068.0
364,co_4c1432b3-44f5-4cc8-8ef7-dfbeceb1314c,GenderGP,IN_HOUSE,gendergp.com,cus_Sdl4HjrlGf3Dvd,sub_1RiTYXKojVEYZPlXauJyRS1x,co_4c1432b3-44f5-4cc8-8ef7-dfbeceb1314c,297.0,cus_Sdl4HjrlGf3Dvd,19900.0,2388.0
365,co_4c3e503c-c5d6-49a7-b2ad-0a48bf7a4a0c,Datamaya Consulting,AGENCY,datamaya.com,cus_T4FgIdfupOClxC,sub_1S8BG9KojVEYZPlX29RNeRQM,co_4c3e503c-c5d6-49a7-b2ad-0a48bf7a4a0c,15.0,,,0.0
366,co_4c5d659e-d989-4235-af4f-3f065f016371,Kicksta,IN_HOUSE,kicksta.co,cus_SmtCGHEUR7glja,sub_1RrJTTKojVEYZPlXtTACfvjK,co_4c5d659e-d989-4235-af4f-3f065f016371,18.0,cus_SmtCGHEUR7glja,8900.0,1068.0
367,co_4ce991b5-1910-4487-a968-c0231d580dec,MJBLabs,AGENCY,mjblabs.com,cus_Szkvw25iRj1tCY,sub_1S3lQOKojVEYZPlXusT0o0iJ,co_4ce991b5-1910-4487-a968-c0231d580dec,54.0,cus_Szkvw25iRj1tCY,8900.0,1068.0
368,co_4d326e19-b7a8-44f3-9beb-0247a5ce875c,HLC,IN_HOUSE,fue-hlc.com,cus_SqGOZgoXdXHUNf,sub_1RuZtMKojVEYZPlXga2cooHZ,co_4d326e19-b7a8-44f3-9beb-0247a5ce875c,27.0,cus_SqGOZgoXdXHUNf,8900.0,1068.0
369,co_4d57eb58-e390-43b6-9ff5-91bd291946ba,AEO Sense,AGENCY,aeosense.com,cus_SsCZvNBZBIETre,sub_1RwSApKojVEYZPlXIgA5UzTm,co_4d57eb58-e390-43b6-9ff5-91bd291946ba,225.0,cus_SsCZvNBZBIETre,18900.0,2268.0
370,co_4de1ff5d-3806-41a1-9ba3-76af5bcef93d,Safebooks,IN_HOUSE,safebooks.ai,cus_T6BydLVq45hopa,sub_1S9zjYKojVEYZPlX1d0hpdXn,co_4de1ff5d-3806-41a1-9ba3-76af5bcef93d,30.0,,,0.0
371,co_4df6184d-a1ba-4951-8b88-3eac6ec7093f,Gentle Dental of New England,IN_HOUSE,gentledental.com,cus_SqZjrsGU6VMWPz,sub_1S8cmZKojVEYZPlXypS7HD2e,co_4df6184d-a1ba-4951-8b88-3eac6ec7093f,18.0,cus_SqZjrsGU6VMWPz,19900.0,2388.0
372,co_4e0c243a-091b-41ff-aeac-4590f7afccb7,ProperExpression,AGENCY,properexpression.com,cus_T4Z5vpheAYhvq8,sub_1SAVQhKojVEYZPlXcTqx2PCQ,co_4e0c243a-091b-41ff-aeac-4590f7afccb7,15.0,,,0.0
373,co_4e165b8c-91aa-4500-8472-8e1c095fd7d5,Sapphire Ventures,IN_HOUSE,sapphireventures.com,cus_SOZQO2x8IIL9s1,sub_1RTmHwKojVEYZPlX3JaEHHug,co_4e165b8c-91aa-4500-8472-8e1c095fd7d5,57.0,cus_SOZQO2x8IIL9s1,8900.0,1068.0
374,co_4e26e765-9515-4f9b-8831-13d7d29b87a1,Remitly,IN_HOUSE,remitly.com,cus_SLeIZ0sCif4DP9,sub_1RQxApKojVEYZPlXvyDlwopV,co_4e26e765-9515-4f9b-8831-13d7d29b87a1,588.0,cus_SLeIZ0sCif4DP9,480000.0,57600.0
375,co_4e2c5a49-963c-4e19-8d15-e7d5f115aced,Profit.co,IN_HOUSE,profit.co,cus_T1pgaYZafXttux,sub_1S5m36KojVEYZPlXvhGgeiPU,co_4e2c5a49-963c-4e19-8d15-e7d5f115aced,75.0,cus_T1pgaYZafXttux,19900.0,2388.0
376,co_4e5f72a6-b571-4753-bcae-95f2811d439a,Bricx,IN_HOUSE,bricxlabs.com,cus_T5lIFbdA7XyN2p,sub_1S9ZmIKojVEYZPlXSlOKOnmk,co_4e5f72a6-b571-4753-bcae-95f2811d439a,39.0,,,0.0
377,co_4ec55bfd-6f59-4bf4-83c8-94afb80ea7b7,Boostlingo,IN_HOUSE,boostlingo.com,cus_T1tZICtYE5RT4p,sub_1SAAiXKojVEYZPlXDN5NP3Ri,co_4ec55bfd-6f59-4bf4-83c8-94afb80ea7b7,42.0,,,0.0
378,co_4f006306-12d4-4311-92c6-7f0e207befa8,Syte,IN_HOUSE,syte-institute.com,cus_Se0jNRuhCUUZVg,sub_1RiiolKojVEYZPlXR3Xp8uNL,co_4f006306-12d4-4311-92c6-7f0e207befa8,48.0,,,0.0
379,co_4f584523-4fea-425e-995a-1d4b9a4d1447,Spaceshelf,IN_HOUSE,spaceshelf.com,cus_T6fQIirF5TAwmc,sub_1SAS7pKojVEYZPlXolyw2UGh,co_4f584523-4fea-425e-995a-1d4b9a4d1447,69.0,cus_T6fQIirF5TAwmc,8900.0,1068.0
380,co_4f639472-d2a3-4196-97da-8008a62bc3ff,Operating,IN_HOUSE,operating.app,cus_SwyrJqJUHBUFeH,sub_1S15OHKojVEYZPlXU2Tcnird,co_4f639472-d2a3-4196-97da-8008a62bc3ff,75.0,cus_SwyrJqJUHBUFeH,8900.0,1068.0
381,co_4f7c633d-6204-4a2d-a019-3110251a9402,Sabri,AGENCY,sabri.co.il,cus_Smw0AqaryPbGMG,sub_1RrM8wKojVEYZPlXKoQARUWX,co_4f7c633d-6204-4a2d-a019-3110251a9402,75.0,cus_Smw0AqaryPbGMG,8900.0,1068.0
382,co_4f7d9eec-6c7a-4040-b083-992a3a9e179a,Issanka,AGENCY,issanka.com,cus_T2bFpkbn77vi3D,sub_1S6W4fKojVEYZPlXGSiaJJ7S,co_4f7d9eec-6c7a-4040-b083-992a3a9e179a,15.0,cus_T2bFpkbn77vi3D,8900.0,1068.0
383,co_4fad8086-c9e8-4dc1-8f3e-49ea97d88258,Ziggy,AGENCY,ziggy.agency,cus_SMf4Z6XyCreFgU,sub_1RRvkhKojVEYZPlXV158lVsO,co_4fad8086-c9e8-4dc1-8f3e-49ea97d88258,63.0,cus_SMf4Z6XyCreFgU,8900.0,1068.0
384,co_50137641-090e-4a0a-b8e1-b7d0f63f4e4e,Fitbod,IN_HOUSE,fitbod.me,cus_ShKTowc8jSxe3M,sub_1RmMIFKojVEYZPlXo7SPFWUD,co_50137641-090e-4a0a-b8e1-b7d0f63f4e4e,294.0,cus_ShKTowc8jSxe3M,19900.0,2388.0
385,co_503627c2-2ffb-460e-beed-7164e64483c5,G-Squared Interactive,AGENCY,gsqi.com,cus_SvUGn38UyCeYQ3,sub_1RzdJ6KojVEYZPlXKDZLr7Et,co_503627c2-2ffb-460e-beed-7164e64483c5,75.0,cus_SvUGn38UyCeYQ3,8900.0,1068.0
386,co_504af0f6-078c-49e2-b245-88d2f0e8d16e,Betao,IN_HOUSE,betao.se,cus_SYH3yCf3WKzPd1,sub_1RdAVzKojVEYZPlXPFbq2R7e,co_504af0f6-078c-49e2-b245-88d2f0e8d16e,291.0,cus_SYH3yCf3WKzPd1,19900.0,2388.0
387,co_506d8557-04b7-4d85-afbf-363bcd62cb8f,NMG Digital,AGENCY,nmgdigital.com,cus_T26siFKC0pGrqH,sub_1S62tYKojVEYZPlXdwhMOT7q,co_506d8557-04b7-4d85-afbf-363bcd62cb8f,69.0,,,0.0
388,co_506ec21a-036b-456c-8ee6-1ecd7a9da057,Vera,IN_HOUSE,veraclinic.net,cus_SpWA58HFjCsqtc,sub_1S512vKojVEYZPlXujjUQ7DT,co_506ec21a-036b-456c-8ee6-1ecd7a9da057,195.0,cus_SpWA58HFjCsqtc,19900.0,2388.0
389,co_50856c4b-e3dd-4aa8-b1d9-b6e92c48e29a,Innovaxis Marketing,AGENCY,innovaxisinc.com,cus_SsByvh8RMkZEr0,sub_1RwRbJKojVEYZPlXFwxUGcy5,co_50856c4b-e3dd-4aa8-b1d9-b6e92c48e29a,102.0,cus_SsByvh8RMkZEr0,8900.0,1068.0
390,co_50be58da-a39c-442c-b33e-9edd079a82bd,Dirk Schornstein Consulting,AGENCY,dirkschornstein.de,cus_ScLgIhupVx24jG,sub_1S8KFpKojVEYZPlX4lXcwXyH,co_50be58da-a39c-442c-b33e-9edd079a82bd,69.0,,,0.0
391,co_50d9a719-2fdd-4f8c-95d3-2091e2950689,LeadsPlease,AGENCY,leadsplease.com,cus_Sxay18N4acFAEc,sub_1S1itPKojVEYZPlXRhxHSx5U,co_50d9a719-2fdd-4f8c-95d3-2091e2950689,18.0,cus_Sxay18N4acFAEc,8900.0,1068.0
392,co_51064ad7-00c6-45b1-a91a-3601a93fbf9b,Zooka,AGENCY,zooka.fr,cus_Sdr5vtKotfxlw3,sub_1RolCqKojVEYZPlXir4W1udi,co_51064ad7-00c6-45b1-a91a-3601a93fbf9b,204.0,cus_Sdr5vtKotfxlw3,3333.0,399.96
393,co_511c94c2-5820-4375-9565-5c4a610f8f7c,Searchable ,AGENCY,besearchable.io,cus_SdVFt77Mqx24KI,sub_1Rl7tJKojVEYZPlXdrqMC6aq,co_511c94c2-5820-4375-9565-5c4a610f8f7c,294.0,cus_SdVFt77Mqx24KI,9950.0,1194.0
394,co_514bfec9-3e63-421d-8ca9-ea91c8e1eae8,Hoxhunt,IN_HOUSE,hoxhunt.com,cus_SrH8bGS01mHGop,sub_1RvdJ2KojVEYZPlXARFvakgH,co_514bfec9-3e63-421d-8ca9-ea91c8e1eae8,300.0,,,0.0
395,co_51c4650d-7b30-4dc2-90ec-816bd33fdef4,nozomi_takeuchi,AGENCY,imas-net.co.jp,cus_St5iloUcTcAZOa,sub_1RxJmvKojVEYZPlXWBHndsvw,co_51c4650d-7b30-4dc2-90ec-816bd33fdef4,33.0,cus_St5iloUcTcAZOa,8900.0,1068.0
396,co_5208ea68-f0ea-49e6-84a9-f9be970950e7,Moonshot s.r.o.,AGENCY,moonshot.cz,cus_SdrKm4ewrFLPid,sub_1RiZdmKojVEYZPlXXm4cKIU1,co_5208ea68-f0ea-49e6-84a9-f9be970950e7,300.0,cus_SdrKm4ewrFLPid,6000.0,720.0
397,co_521728e5-a20c-4822-aab7-fe2cc2f49d35,Innova Energie,IN_HOUSE,innovaenergie.nl,cus_Sjs8FF6zcXQETe,sub_1RoOR8KojVEYZPlXJ4fd4mtt,co_521728e5-a20c-4822-aab7-fe2cc2f49d35,75.0,cus_Sjs8FF6zcXQETe,8900.0,1068.0
